Protein;WT_Control_1;WT_Control_2;WT_Control_3;WT_Control_4;WT_HU_1;WT_HU_2;WT_HU_3;WT_HU_4
P32467;18859.9140625;24405.58203125;19829.861328125;63910.06;24984.96484375;12439.6630859375;15666.6240234375;25510.974609375
P32468;390078.25;493912.90625;474817.3125;46667.98;493637.375;383902.53125;371645.25;487810.5
P32469;949023.375;832848.125;784853.375;33847.38;722595;1126041.5;862612.5;814209.0625
P32471;16472235;24270268;24678424;22627.04;24509340;18056302;20202944;21375928
P32472;1307889;3326073.75;2750260.75;14486.88;2410636.75;1573751.25;1607666.125;2139132.5
P32473;4982693.5;5041028.5;5233273.5;40053.64;4852144;4898167.5;4563182;4776412.5
P32474;325178.8125;192932.140625;209536.5625;58982.08;181656.234375;342042.375;337299.375;192981.921875
P32476;577632.75;560801.5625;627627.875;55125.87;600136.75;490595.8125;466787.40625;675936.9375
P32477;395628.6875;363957.8125;319512.6875;78253.6;330807.5625;438442.1875;426752.15625;334205.25
P32478;125161.078125;192405.140625;183967.140625;41059.19;260303.546875;86666.5703125;39239.37109375;149705.90625
P32479;26898.53125;1467.30798339844;591.399719238281;93857.76;0;913.9248046875;5061.4423828125;6363.29248046875
P32480;23200.125;23051.306640625;26915.56640625;98444.93;23309.673828125;19281.7265625;21343.978515625;22312.23046875
P32481;1947548.375;1831944.875;1840181.125;57865.83;1621497.625;1997031.25;1715335.25;1877767.5
P32485;612188.125;551051.125;544157.0625;48858.39;548607.5625;602507.8125;559678.4375;550275.3125
P32486;542271.4375;685913.625;748395.8125;80122.85;726612.125;563089.9375;619431;649254.125
P32487;29974.96875;33101.6953125;17408.66015625;68089.7;25059.689453125;45900.078125;25076.869140625;60943.96484375
P32491;11798.580078125;27219.5078125;24826.724609375;56757.55;28549.84375;15564.5283203125;16401.2578125;21397.064453125
P32492;300030.34375;263177.09375;235690.296875;169343.52;251555.828125;331334.09375;265122.6875;334961.5625
P32494;100128.828125;187638.34375;135097.453125;79282.14;129319.5859375;73977.140625;118558.96875;114853.890625
P32495;1285801.5;747648.75;1388505.625;17121.99;1239224.125;1126835;1446153.875;1011184.8125
P32496;380759.40625;425913.03125;373034.75;31919.21;412814.875;414906.4375;478382.84375;344727.8125
P32497;719788.375;404062.25;393225.6875;93204.49;406510.8125;651021.5;592258.1875;442033.25
P32499;359408.375;499725.40625;397393.03125;77880.84;419221.3125;428425.0625;426366.75;356888.75
P32500;85064.3671875;100612.7578125;90342.546875;74133.54;84720.0546875;85463.25;58040.3359375;53469.00390625
P32501;308586.1875;233231.28125;244905.859375;81161.26;291801.75;282569.5;341887.96875;273776.375
P32502;428320.3125;380171.84375;427026.375;42569.57;356172.15625;420628.65625;389399.1875;445184.1875
P32504;18459.072265625;20465.044921875;28397.490234375;111917.28;30567.42578125;36831.7578125;21045.056640625;19567.884765625
P32505;386239.90625;377596.625;334314.75;58320.82;355813.90625;426047.84375;421106.3125;375551.25
P32521;295109.125;388444.3125;376869.5625;160267.49;362536.5625;327728.375;329234.40625;322322.6875
P32523;141981.015625;125542.1015625;126192.8515625;56570.06;115739.2265625;124331.828125;121007.1875;140825.65625
P32524;10264.9228515625;5993.11279296875;2.59393000602722;33052.41;629.337097167969;29138.23046875;13887.7275390625;9426.6630859375
P32525;45575.09765625;98130.703125;83926.5859375;68463.88;71527.9765625;39666.625;61518.12890625;63257.40234375
P32527;2026930.5;1828517.75;1658148.75;49019.96;1867410.25;1912141.25;1953709;1556177.75
P32528;710630.6875;380649.75;399002.3125;201832.11;383369.25;774539.6875;722812.5;393809.09375
P32529;417170.375;694698;661169.3125;13660.56;647352.1875;456220.375;505644.21875;508468.53125
P32558;634147.75;613370.9375;564429;118630.19;573269;622040.625;622354.25;577157.3125
P32561;118392.609375;97303.5234375;74682.1328125;48904.08;105203.0703125;113609.1640625;105893.40625;110560.6484375
P32563;927757;652761.0625;723695.125;95528.76;647391.4375;838835.9375;725741.8125;820756.1875
P32564;91774.4296875;68719.328125;82552.484375;20118.49;88606.2109375;89675.5234375;64508.46484375;106883.5390625
P32565;1103128.5;734856.125;704168.75;104232.07;646646.0625;1169921.875;987471.5625;814597.25
P32566;534924.6875;381192.4375;429076.15625;57079.36;480201.65625;499130.375;608339.5;368166.3125
P32567;43137.27734375;43370.2265625;32385.41796875;95030.92;44513.69921875;47366.0625;39731.671875;57837.984375
P32568;473737.0625;368708.0625;377967.28125;168766.5;406575.28125;501483.71875;480218.78125;390897.09375
P32569;56168.7734375;66364.2109375;70842.2421875;78475.96;70342.171875;45377.4296875;59592.28515625;65527.4765625
P32570;43261.8125;43074.96875;32889.69921875;13862.78;44741.3984375;52826.44921875;43948.12109375;35926.09375
P32573;119633.171875;104406.6640625;124735.65625;31108.96;127491.390625;117815.46875;137325.09375;119705.78125
P32578;31230.328125;41123.28125;38357.28125;91070.66;32899.2109375;34796.640625;34500.83984375;55326.65234375
P32579;110569.1171875;126844.453125;121462.734375;46538.47;112094.25;87384.0703125;136710.171875;102105.015625
P32580;6699.1474609375;5157.6083984375;26214.32421875;84324.47;1173.89660644531;8356.9736328125;5832.603515625;0
P32582;4095561;4476361;3751486.5;56021.88;4528774.5;4405094.5;4464385.5;4348344
P32583;494434;595522;554119.375;41015.36;469405.0625;587408.875;508599.9375;489640.03125
P32585;27216.748046875;39123.76171875;19546.49609375;34288.66;32447.923828125;17942.794921875;27930.609375;34014.36328125
P32588;1161202.25;1279512.25;1356037.875;50762.86;1252965.125;1217573.375;1271526.75;1241468.75
P32589;10611799;8740019;8825700;77366.42;9262488;10142692;10677675;9087481
P32590;2182290;1226583.75;1621660.75;77620.78;1566182.375;2157495.5;1848896.375;1788563.75
P32591;195107.328125;243732.921875;202537.546875;92926.38;237326.96875;207522.828125;201633.265625;198477.46875
P32597;1487305.125;1806178.75;1587754.25;156742.91;1627053.25;1277576.5;1410422.125;1571651.25
P32598;945974.0625;568133.5;720823.375;35907.29;662151.6875;1117047.75;767992.75;879962.4375
P32599;1176529.75;1050023.75;1058851;71772.71;1196484.875;1177330.125;1264711.625;1209369.375
P32600;45645.3828125;55880.98046875;48692.62890625;281567.84;52093.2578125;49690.94140625;47026.17578125;51562.8671875
P32601;73041.9140625;67513.171875;73649.734375;16126.38;39181.671875;62842.03515625;51034.11328125;57208.9140625
P32602;733213.625;848747.5;903618.5;32802.78;716991.75;745178.625;886104.125;689482.8125
P32604;106444.9296875;92771.640625;47987.36328125;52594.92;95859.375;106418.28125;106878.2734375;68247.359375
P32605;116798.5546875;66419.625;53249.890625;34378.03;30906.630859375;97961.0078125;81925.109375;57624.06640625
P32606;19725.4375;54055.50390625;53252.88671875;93407.62;34132.72265625;16391.591796875;10314.1650390625;36719.39453125
P32607;3007.171875;1335.53894042969;932.046081542969;19016.01;381.628540039062;3288.47021484375;4973.97021484375;0
P32608;267916.15625;187177.359375;201593.75;65572.12;174635.078125;302374.78125;258583.3125;261792.78125
P32610;525509.125;652680.875;691681.8125;29194.01;619483.5625;503282.875;466491.15625;633144.25
P32611;63842.38671875;35417.51953125;40872.02734375;43785.84;53872.453125;62725.18359375;74252.9375;37838.35546875
P32614;1987180.625;1566450.625;1691644.125;50844.09;1723826.5;2116348.5;2118576.5;1759879.75
P32617;38069.5625;129631.015625;165196.25;18532.91;99596.5625;47038.9453125;50361.828125;80558.734375
P32618;57139.53515625;97360.4453125;91379.2421875;106133.15;89451.7421875;40503.81640625;51177.8671875;79941.234375
P32621;506910.375;558438.75;505377.3125;56821.62;574285.125;532493.1875;557329.5;485088.15625
P32623;376370.21875;456622.96875;608440.1875;49906.36;538421.125;395905.0625;454029.59375;548413.5625
P32626;100850.671875;69241.875;77449.0078125;25187.44;66822.9375;103279.4609375;101959.90625;80629.6953125
P32628;558755.875;567735.75;575009.625;42366.75;571281.1875;592203.5;581638.125;499578.9375
P32629;205438.90625;291505.9375;253140.4375;58182.01;224459.09375;192371.046875;187167.953125;265432.46875
P32634;12743.171875;32805.6796875;21817.642578125;195383.45;24249.02734375;18119.958984375;12838.1572265625;21168.490234375
P32639;81699.0234375;67257;57624.28125;246185.39;66980.953125;75798.09375;68989.3515625;72173.21875
P32642;505146.3125;382945.03125;369192.8125;27492.89;383735;528373.1875;486160.28125;370974.6875
P32643;139252.84375;99544.9609375;141176.03125;34768.28;107791.203125;148874.640625;131746.625;131207.5625
P32644;53305.38671875;62741.68359375;60081.48828125;126970.33;43601.2109375;57044.48828125;51926.3125;59478.61328125
P32656;137843.53125;155784.078125;128166.4375;26293.55;174086.9375;151885.40625;139328.34375;87744.1875
P32657;147815.25;183061.4375;169226.46875;168241.15;152593.921875;141263.671875;145371.96875;150588.734375
P32660;142705.359375;157735.578125;156368.390625;177798.13;163567.734375;166315.03125;180058.9375;141094.34375
P32767;23169.783203125;10238.3759765625;9417.8359375;123530.69;10362.7822265625;11894.283203125;10462.9541015625;11780.97265625
P32769;741609.9375;656990.75;729956.375;68729.59;734385.6875;742628.9375;846750.5;753601.9375
P32770;80180.4453125;162018.46875;107573.203125;79299.02;115665.359375;83026.2734375;95550.078125;97128.109375
P32771;775860.8125;509651.46875;572195.8125;41042.04;557080.9375;823180.1875;779191.1875;590610.9375
P32773;50709.78125;58175.30078125;60645.01171875;32200.92;53387.09765625;71466.0390625;58763.859375;33005.734375
P32774;78438.5;82785.1796875;76499.65625;13458.09;79112.4765625;76131.9921875;75319.8984375;83907.3046875
P32775;398536.78125;228974.921875;289558.84375;81115.54;291976.59375;439628.4375;379043.34375;368970.90625
P32776;55187.04296875;86474.8359375;60533.7734375;72894.46;80417.5859375;50389.03515625;74071.046875;67667.28125
P32781;0.639726340770721;1.00944554805756;0;9463.82;0;0;0;0
P32783;250363;189880.9375;173475.890625;50340.95;149096.71875;180817.34375;202087.1875;179971.53125
P32784;63487.19921875;48430.4375;23380.986328125;85694.3;49797.421875;40654.0390625;36648.4453125;72325.765625
P32787;324005.53125;289741.84375;366291.375;30090.5;319600.03125;395897.59375;393517.9375;348043.375
P32788;109758.421875;1412.12634277344;101.258010864258;32639.43;17331.759765625;37542.15625;11626.58203125;136583.203125
P32790;754103.9375;879261.1875;861383.8125;135847.98;879540.625;762642.8125;846817.375;750051.375
P32792;29127.666015625;8270.6572265625;12448.677734375;44235.04;15664.6455078125;21191.61328125;19113.92578125;15770.28515625
P32793;612044.75;560697.5625;595534.3125;50901.82;563781.5625;636712.875;604404.8125;512105.65625
P32794;91430.0859375;86762.6640625;88688.8515625;84747.75;67896.890625;89646.4453125;90619.5;81915.140625
P32795;280260.875;268790.5;236417.125;81771.91;256618.953125;307995.375;306403.53125;253793.625
P32796;38929.91796875;37558.2421875;223548.390625;77241.79;33902.609375;36185.51171875;25436.861328125;121642.8828125
P32798;87448.90625;168662.5;122261.734375;48154.86;118077.3984375;77433.84375;100130.1875;131455.65625
P32799;387779.96875;153363.8125;184069.53125;15021.13;243319.578125;420199.375;278644.4375;248480.171875
P32802;220613.921875;223413.828125;187238.078125;75962.88;211721.109375;186393.5625;171568.546875;197127
P32803;340815.9375;293678.59375;260485.75;23332.33;258024.46875;359324.15625;321296.125;288848.4375
P32804;79507.796875;52376.66796875;37675.82421875;41581.67;74184.2265625;71683.7109375;71648.1640625;185006.296875
P32805;43513.74609375;42506.7734375;47692.8359375;33994;37401.21484375;19972.03125;35898.55859375;30021.341796875
P32806;14267.48828125;5247.14306640625;10178.8203125;53814.83;6943.83984375;13448.939453125;12922.060546875;14352.9541015625
P32829;21672.68359375;24655.322265625;21949.1171875;77650.47;19694.513671875;15614.107421875;20713.1640625;24903.453125
P32830;18615.5390625;64327.703125;37883.77734375;12283.94;20465.80859375;19605.923828125;13453.3271484375;18635.546875
P32831;54813.87890625;83545.21875;82981.5546875;75023.64;78463.4765625;56821.98828125;81079.7421875;91737.3671875
P32832;220664.171875;202221.765625;180006.90625;49650.64;181177.046875;241062.578125;242030.65625;198673.828125
P32833;8397.751953125;4134.53076171875;0;71238.27;3564.2216796875;9805.064453125;12169.4921875;0
P32835;5294188;4717432.5;4798780.5;24810.35;4126954.75;5567477;4738026.5;4983677.5
P32838;40181.25390625;57164.90234375;57702.81640625;42432.87;6356.35986328125;55128.578125;37326.72265625;30124.66015625
P32839;69777.921875;229277.9375;234427.09375;51107.48;72218.46875;48042.9765625;68566.9609375;128530.9921875
P32842;6541.01171875;1.14144909381866;0.888918995857239;17037.43;1770.05554199219;6763.7431640625;5160.50048828125;3642.99194335938
P32843;282635.125;188603.6875;216797.625;96688.64;229804.96875;282647.3125;294638.34375;244195.625
P32844;43149.0078125;42609.70703125;30140.458984375;93427.98;32995.2421875;42439.00390625;40963.77734375;37726.11328125
P32849;44617.05078125;47723.1328125;42770.7578125;134002.31;49203.8125;37148.9765625;35479.10546875;48526.16796875
P32854;45977.5546875;47512.21484375;64913.48046875;33006.3;46421.640625;39302.76171875;42923.8046875;47527.19921875
P32855;36494.87109375;30880.505859375;35021.0859375;122224.67;33271.40234375;44924.20703125;34776.07421875;35208.20703125
P32857;146234.421875;62339.328125;64435.4140625;60018.37;65303.890625;112342.8125;129338.7109375;70898.3515625
P32860;286985.6875;299567.78125;257179.625;29174.22;363229.4375;314634.8125;292046.8125;274161.15625
P32861;6386095.5;5538850.5;6521421.5;55987.94;5976581.5;6730566;5464004;7197951.5
P32862;10651.974609375;16876.173828125;16428.14453125;128240.26;16196.41015625;13266.5166015625;9245.603515625;14459.84375
P32864;326043.96875;260909.953125;270229.65625;67373.96;216592.34375;288284.125;275804.90625;286918.09375
P32867;285573.4375;307287.09375;256135.078125;33106.17;401955;290950.5;240675.203125;255467.34375
P32873;41248.01953125;46528.75;39630.35546875;124913.2;57097.8125;29471.046875;35175.1953125;51713.89453125
P32874;10170.630859375;6747.0458984375;12789.5595703125;259163.4;4575.53662109375;10382.9267578125;9012.693359375;12461.998046875
P32875;76745.59375;110163.359375;87634.6171875;46247.13;105458.765625;97127.5859375;94330.953125;94368.1640625
P32891;1165890.375;715088.75;722138.0625;65292.51;805777.5;943293.8125;1117178.875;787429.625
P32892;437042;416110.8125;378388;84843.1;388227.53125;454614.9375;417342.78125;443510.3125
P32895;967770.5625;1036591.5625;1030577.8125;47047.46;969670.3125;929861.9375;903826.8125;952340.1875
P32896;18678.5703125;16925.330078125;11805.5791015625;103944.19;14170.47265625;20854.13671875;19283.203125;10009.77734375
P32897;389694.5625;166985.484375;155992.359375;23243.56;203457.34375;467423.9375;417355;231942.921875
P32898;184153.140625;145697.265625;146703.484375;112180.23;170599.109375;187495.421875;189351.65625;163756.890625
P32899;196487.984375;159175.765625;126681.6015625;21885.42;182027.953125;155868.875;173342.984375;164616.5625
P32900;40905.875;85095.5390625;67641.671875;81848.83;38465.54296875;50514.84375;55100.96484375;54505.56640625
P32901;38402.390625;94539.5859375;128688.8125;68043.58;132466.125;24572.96484375;48265.12109375;132933.1875
P32902;117206.03125;87386.109375;69069.25;44151.85;107090.359375;112456.5703125;117584.9140625;85344.703125
P32904;85556.421875;51346.734375;56534.83984375;23888.85;51551.359375;86346.734375;74053.125;74363.015625
P32905;15495545;17583396;18384122;28024.44;16932586;16216058;15892744;17883358
P32906;62119.953125;63903.96875;72756.078125;63057.35;38532.71875;74790.40625;53742.3984375;102280.84375
P32908;95090.8125;91525.96875;87412.90625;141280.09;96483.671875;98358.5546875;101676.8359375;86173.84375
P32909;118103.3203125;149686.328125;149093.1875;81396.95;152949.15625;107560.4140625;132833.78125;149925.140625
P32910;102998.4765625;94211.890625;121258.375;36135.27;96020.875;79908.8046875;61448.0703125;105624.6796875
P32911;743853.6875;1105108.125;1296663.25;12312.14;1557113.75;864689.9375;740657.9375;1411988.25
P32912;117866.6875;189342.296875;262185.09375;36711.34;232844.171875;115057.3671875;135644.171875;213075.5625
P32913;75203.9921875;59463.2265625;75758.078125;63203.7;70600.1171875;81682.765625;64316.5859375;59716.84375
P32914;70699.6796875;79823.7265625;69039.8828125;11157.77;79717.609375;45857.30078125;68950.484375;92427.3671875
P32915;270880.78125;102850.921875;101955.859375;52936.52;88611.1640625;245484.84375;174398.09375;168381.453125
P32916;248229.265625;184585.5625;193512.78125;69278.06;212421.015625;239106.625;248126.28125;198572.75
P32917;15625.578125;51835.96875;13963.888671875;102727.32;26308.837890625;19959.583984375;23692.083984375;23922.875
P32939;1606708.375;1872849.25;1662890.5;23042.76;1699028.375;1357938.25;1398262.75;1759761.25
P33122;57237.83984375;73858.4140625;115702.921875;32689.07;157331.53125;12690.0048828125;36320.94921875;71545.5078125
P33201;514079.875;527468.4375;550058.625;27057.97;511543.5;513811.84375;517561.4375;555938
P33202;103192.828125;101044.34375;92489.5546875;167842.94;83161;115168.296875;103048.921875;95414.09375
P33203;46397.66796875;78302.1328125;61540.5390625;69065.07;51686.35546875;43090.15234375;46905.10546875;57458.6953125
P33204;720151.875;584105.625;552301.3125;19915.85;368979.4375;645611.6875;408827.15625;663921.125
P33296;107305.1171875;75732.484375;80687.1875;28383.08;66550.9375;108919.96875;111512.6484375;62165.59375
P33297;1078314.75;1333789.125;1289785.75;48255.81;1279076.125;962267.875;1043213.4375;993948.5625
P33298;705288.3125;763966.125;737689.5625;47893.78;701224.625;695639.625;595216.1875;796233.125
P33299;1057863.5;930493.75;951078.9375;51982.92;1023558.6875;909703.5625;948469.3125;1017386.375
P33300;4741.99365234375;2207.16552734375;6429.64892578125;44808.04;2806.81127929688;2042.31945800781;1987.05065917969;8098.96826171875
P33302;802869.5625;1046591.0625;831172.3125;170438.2;1025582.5;784732.5625;817521.125;874847
P33306;11691.5380859375;9433.236328125;8943.7099609375;93737.6;0;0;0;0
P33307;425918.59375;342276.21875;315656.15625;109356.2;312822.78125;442761.5;358960.125;351049.15625
P33309;67428.875;23850.365234375;24761.154296875;44057.86;13977.2978515625;83171.9296875;48725.4375;29336.896484375
P33310;29257.009765625;18375.26171875;18231.15625;75950.23;18570.6875;36729.234375;29340.669921875;28001.794921875
P33311;63670.20703125;92592.0234375;76026.953125;85137.13;73898.1640625;98768.8828125;93207.6328125;83083.1875
P33312;18427.806640625;23762.85546875;23616.109375;27116.18;31520.810546875;0;10387.8935546875;27394.08984375
P33313;180958.546875;206584.25;194994.515625;44112.42;170093.171875;201068.859375;205810;164764.21875
P33314;26457.6875;29616.873046875;29771.740234375;126663.09;26626.919921875;30927.228515625;33604.6015625;37542.52734375
P33315;1172499;326246.15625;689010.5;75029.41;823863.625;1346414.25;1481339.375;826416.5625
P33317;626722.75;870073.25;827461.1875;15307.31;841049.8125;722867.8125;640732.1875;734881.75
P33322;593745.625;605907.9375;601299.375;54704.83;551239.8125;579148.1875;550778.75;681391.4375
P33324;430033.46875;175866.140625;186734.875;36073.4;219813.9375;446742.28125;355557.71875;257636.015625
P33327;182820.75;54919.9296875;72315.203125;124332.13;70551.109375;223934.71875;165197.4375;82847.0234375
P33328;192433.28125;168003.390625;132106.421875;12957.02;236797.796875;252153.125;292309.09375;137757.921875
P33329;25403.2578125;44247.13671875;42323.61328125;78491.59;43503.5625;14318.4462890625;23449.2734375;33154.19921875
P33330;1625213.75;1075157.5;1263143.125;43415.56;1344267.25;1548958;1582291.875;1215058
P33331;2834391.75;4074910.25;4168118;14453.12;3771386;2762983;3065241.75;3407741.25
P33332;42110.4140625;42469.19921875;36601.06640625;154694.91;34466.52734375;41969.984375;39937.13671875;45625.3125
P33333;584087.25;419767.21875;328715.09375;33886.91;446952.59375;533699.875;531111.8125;451332.5
P33334;66383.1640625;37141.21484375;23713.451171875;279503.82;28187.7578125;65987.765625;50520.890625;30895.15625
P33336;77110.921875;107530.96875;143820.9375;86241.15;142714.609375;90689.6875;86177.015625;142715.328125
P33338;445101.15625;360811.9375;351599.59375;108911.02;398038.34375;447454.5;440798.0625;385204.375
P33339;62141.88671875;87255.6484375;125034.625;120228.74;17507.1796875;63005.9921875;47566.0390625;46161.43359375
P33399;1077030.875;1261522.25;936720.6875;32104.07;1025480.125;1052266.25;1069800.5;1002553.9375
P33401;1061152.875;1253034.5;980370;63111.86;1381362.125;1346908.25;1376437.375;1091494.875
P33411;12807.140625;12313.2998046875;11732.4365234375;28377.39;7705.23828125;13484.6552734375;9555.6533203125;8086.177734375
P33412;27950.166015625;13461.3935546875;10154.033203125;36862.79;20364.578125;24840.685546875;26834.931640625;17698.84375
P33416;1011953.875;734403.625;806463.0625;91336.17;705960.4375;1007209.5;905922.375;809305.25
