PG.UniprotIds,221125_EC1_nvolkmar_EX140_1.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_2.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_3.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_4.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_5.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_6.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_7.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_8.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_9.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_10.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_11.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_12.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_13.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_14.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_15.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_16.raw.PG.Label-Free Quant
P40850,1365478,1063277,1696075,3282794,NaN,259378.5,680639.6,2188951,1.77E+07,7736065,9333735,6973855,1.47E+07,1.25E+07,8289607,1.04E+07
Q12476,1303010,2445833,986443.6,918225.1,181696.2,843792.6,179339.5,1018002,NaN,NaN,116846.5,NaN,190801.7,NaN,NaN,NaN
Q08831,355091,308952.5,315974.1,689035.6,NaN,198818,NaN,267546,436521.1,236042.1,NaN,296632.6,NaN,NaN,NaN,NaN
P09547,8224478,2335882,5423372,5414301,6899976,4943870,5338481,1929389,1758907,3990497,1641439,621067.7,863603.1,1243894,497552.1,1571969
Q05900,2218608,1245994,777059.9,1346273,1701484,585137.9,792633.9,772750.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P47117,7618015,1429519,3790582,4415067,731372,242083.2,4905747,1267106,9.20E+07,7.66E+07,9.79E+07,7.08E+07,4.09E+07,2.71E+07,2.27E+07,3.52E+07
Q07418,198898.2,NaN,NaN,279874,NaN,NaN,233735.2,NaN,2.00E+07,3.98E+07,2.66E+07,2.75E+07,3.48E+07,4.19E+07,2.96E+07,2.63E+07
P41812,122048.9,239285.6,1412930,1836579,2288022,3186235,1197173,1551666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q02796,1441293,1799937,514670.4,1874664,474084.5,839891.8,549807.5,1315554,365950.8,NaN,1988283,107760.8,NaN,NaN,1742316,NaN
P32495,3.62E+07,3.19E+07,2.44E+07,2.58E+07,3.31E+07,3.30E+07,2.83E+07,1.77E+07,9186326,9579692,1.41E+07,3095928,1.23E+07,9885723,5881093,1.13E+07
P48563,405418.8,90498.65,NaN,494078.4,71770.64,NaN,36402.37,126489.2,7340411,5598503,1.37E+07,1.96E+07,7192461,4151051,1.85E+07,4589752
P19263,3818677,4139414,2483361,2590442,3506484,1647541,2750013,3070973,578155.8,435723,754742.1,2319710,NaN,NaN,NaN,138865.5
P18494,4311473,4218732,4377741,3654388,1177628,196543.1,884511.4,1174407,3146210,1818037,2984375,2596676,1180427,1390317,NaN,1295299
P40079,6800383,1.34E+07,9100044,8477365,1.24E+07,6022084,8247678,1.12E+07,261766.3,131320.8,609726.1,324522.5,208820,670920.3,NaN,691155
P02406,1.95E+08,1.72E+08,1.54E+08,1.63E+08,1.67E+08,1.07E+08,1.30E+08,2.41E+08,1.07E+08,8.29E+07,8.24E+07,3.85E+07,5.59E+07,6.97E+07,3.56E+07,6.43E+07
P05740,4.10E+07,4.47E+07,5.87E+07,6.20E+07,3.34E+07,1.37E+08,1.99E+08,5.32E+07,6.87E+07,4.25E+07,1.87E+07,9.34E+07,3.90E+07,4.02E+07,4.55E+07,4.27E+07
P38429,538716.5,588941.4,455800,322917.2,263907.3,708115.8,314960.9,237644.1,1236114,336480.6,145965.8,NaN,344970.3,NaN,1276598,NaN
Q05471,1330438,626402.8,590930.7,690080.2,348005.8,871304.6,257174.4,724054.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P50095,4855423,2422037,2969024,2236189,1435704,2017340,1564418,2456322,3517968,5075474,3389625,4945266,4428198,4892019,3895355,4763360
P02994,1.00E+08,1.12E+08,1.60E+08,1.96E+08,8.92E+07,7.30E+07,5.57E+07,1.03E+08,4.31E+08,3.24E+08,2.83E+08,3.44E+08,9.12E+08,5.67E+08,3.58E+08,1.92E+08
P46963,328155.6,79788.8,173388.2,NaN,NaN,NaN,NaN,220674.2,NaN,109838.7,NaN,NaN,NaN,121461,274327.2,NaN
Q03067,7.73E+07,7.45E+07,6.12E+07,8.16E+07,7.99E+07,8.24E+07,4.09E+07,7.11E+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P00359,6.57E+07,6.16E+07,6.36E+07,1.08E+08,7.17E+07,7.53E+07,3.79E+07,1.30E+08,5.37E+08,3.51E+08,2.63E+08,3.97E+08,6.76E+08,8.33E+07,1.25E+08,3.90E+08
P38836,734392.7,1625955,1348462,1767510,269022.2,821647.5,NaN,574369.8,1767806,925100.6,1448602,513522.2,3146303,1164655,1324140,1897115
Q04307,383561,997977.9,507567.3,922212.1,NaN,NaN,525397.5,252422.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P02557,9103414,1.14E+07,7103713,1.36E+07,4712965,3210048,5188649,6019685,2.50E+08,1.32E+08,1.02E+08,1.64E+08,2.16E+08,1.58E+08,1.94E+08,1.20E+08
P07806,341607.8,917202.6,591971.8,2382125,526421.3,565012.9,553794.3,1221087,5459732,6940374,7447829,4919919,4372161,6606125,6948619,7480284
P20447,6674498,5774016,5129284,6606492,4424315,3721041,3243377,5967607,1352798,711320.3,1251606,1907334,1354955,1628022,621158.8,432020.1
P30822,802558.4,935341,464174.2,1665113,150318.5,NaN,362003.4,327325.3,1.02E+07,1.33E+07,2.75E+07,1.13E+07,1.86E+07,7614697,8847446,7972423
Q05672,2657631,2259730,1521010,2056356,1775075,2066381,1621483,1820311,1.64E+07,1.68E+07,8344148,1.20E+07,1.55E+07,1.17E+07,1.37E+07,1.13E+07
P36076,415023.2,678140.8,369776.8,254189,314213.3,NaN,NaN,310280.4,NaN,NaN,147901.7,NaN,NaN,NaN,NaN,66847.88
P32505,123363.9,204935.8,NaN,272717.3,NaN,198940.3,527987.8,411588.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P15180,1544329,1007889,1300254,2432618,759332.4,807942.3,324127.1,2616106,1.40E+07,1.23E+07,1.07E+07,1.22E+07,1.29E+07,1.77E+07,9272494,1.16E+07
P32629,1425303,625433.6,1224167,603198.6,1166202,119785.1,1140895,1054415,NaN,209639.2,527026.2,NaN,659344.8,185527,NaN,79113.74
P23248,3.94E+07,3.85E+07,4.49E+07,4.55E+07,3.79E+07,2.28E+07,1.59E+07,4.53E+07,1.56E+07,1.83E+07,2.58E+07,2.48E+07,1.91E+07,1.84E+07,1.33E+07,9383933
P15424,3539581,4547658,1683925,4020377,2114872,2618087,1409104,2528205,910076.9,872071.1,1025811,1341844,972671.9,1844396,929842.3,2007105
P32939,100505.4,NaN,221202,484630.3,278944.4,NaN,NaN,111312.7,1.65E+07,1.27E+07,1.00E+07,1.42E+07,8911623,9247992,5077254,8827867
Q04048,159462.1,243968.3,NaN,218519.4,NaN,NaN,99654.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53632,1096337,792235.9,1751489,991057.2,885419.8,633878.3,394485.1,621817.3,101799.8,NaN,NaN,100974.8,NaN,NaN,NaN,NaN
P25343,2149721,789573.5,1043637,3716379,NaN,177005.3,58164.6,336541,1.93E+07,1.56E+07,1.62E+07,1.64E+07,1.05E+07,1.01E+07,5226626,9343904
Q12118,917424.3,262179.4,110668.7,1501453,2785480,1126790,1438248,374682.6,7939877,1.01E+07,3.05E+07,9688199,7208401,1.09E+07,1.27E+07,9097418
P49435,143890.7,NaN,NaN,288637.5,NaN,NaN,NaN,NaN,1416542,4808041,1984803,2117862,309032.9,783871.4,529767.9,1610507
Q08745,6.66E+07,7.69E+07,1.25E+08,8.22E+07,8.03E+07,7.36E+07,5.31E+07,7.17E+07,1.62E+08,1.21E+08,9.37E+07,7.16E+07,3.14E+07,4.90E+07,4.98E+07,5.87E+07
P38985,3687165,5133278,1880095,3615019,3118071,931811.7,1418111,860149.9,579363.9,918706.4,1005770,746840.8,NaN,426641.5,385573,NaN
P48361,3457168,1680045,978591.9,1129560,7368704,1627304,3119473,3113913,NaN,NaN,432496.4,NaN,1610490,720751.3,545473.4,416032.9
P0C2H9,7.31E+07,6.80E+07,3.99E+07,6.45E+07,9.36E+07,1.46E+08,4.54E+07,4.70E+07,2.67E+07,2.37E+07,2.80E+07,1.79E+07,1.93E+07,2.93E+07,2.12E+07,1.73E+07
P46654,4.92E+07,3.19E+07,5.77E+07,1.05E+08,3.00E+07,3.62E+07,2.56E+07,7.25E+07,4.27E+07,7.35E+07,1.03E+08,1.09E+08,3.88E+07,3.20E+07,4.72E+07,5.28E+07
P38326,799856,2040144,176982.5,1087119,1887937,2531951,35634.09,NaN,NaN,NaN,822557.3,NaN,NaN,NaN,NaN,NaN
P04802,109791.8,1081900,1486227,2297279,567573.8,2375897,1032228,1776228,9903231,1.17E+07,1.39E+07,1.27E+07,1.42E+07,1.15E+07,1.02E+07,1.24E+07
Q12035,1.87E+07,2.89E+07,2.26E+07,1.45E+07,2.23E+07,1.50E+07,1.84E+07,2.06E+07,416742.8,NaN,113785.7,620390.6,106175,NaN,814417.6,NaN
P38013,3252563,3434936,3515977,6478539,9630636,8618086,8122415,8939395,1.59E+07,2.09E+07,1.42E+07,2.11E+07,2.21E+07,2.52E+07,3.96E+07,1.90E+07
Q06168,590517,309268.1,228768.8,273640.2,482926.3,199865.7,215445.3,1176671,3084174,1951514,2132209,1956669,2775390,1553056,1309564,1506463
Q03195,1983612,2823378,2826346,5634872,781983.7,1962721,1125909,3494023,3567516,3666827,2707880,4277211,3460812,1781792,2130883,1507282
P07866,736838,426575.8,549633.1,952951.7,582414.9,321648.2,316713.3,1079104,NaN,453072,134813.7,NaN,NaN,NaN,NaN,NaN
P47771,255568.1,577157.4,620755.3,511865.5,2717389,2320171,1690585,3635101,1.94E+07,1.74E+07,1.44E+07,1.32E+07,1.37E+08,4.99E+07,5.69E+07,6.90E+07
Q02866,1351070,1461559,1709272,2224733,326448.5,575312.9,356569.6,1713196,685120.5,1648450,1225798,1900268,3410289,1411239,1141231,202299.5
P38069,726238.3,NaN,NaN,0,133283,NaN,NaN,NaN,2270863,2302506,5635012,1745303,4557126,5824620,3021161,1342676
P20081,1294666,2366952,1659230,3632937,1636567,1868701,1199067,967140.8,1697013,2007380,3914328,2279129,2141739,869556.9,1417749,1267702
P19880,6973937,4854155,5309628,4595341,1.49E+07,9341329,8906915,8983845,1.71E+07,2.78E+07,2.02E+07,3.13E+07,2.47E+07,2.26E+07,1.84E+07,3.43E+07
P0CS90,5132770,6779200,6216039,5796589,5307563,6040455,6363661,6401162,1.32E+08,3.21E+07,5.85E+07,5.49E+07,8.05E+07,5.83E+07,3.96E+07,5.77E+07
P34243,1188204,614874.9,776757.4,753946.7,1094289,393886.3,510026.3,654662.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53972,144525.5,357473.2,NaN,NaN,513776.9,NaN,NaN,491839.7,282833.9,NaN,194254.2,NaN,NaN,NaN,292873.8,NaN
P39521,3177243,6053556,1730723,2992955,1874347,2261383,4224749,1342430,1894346,1.35E+08,2.30E+07,2.96E+08,1.92E+08,2.18E+08,1.13E+08,9648217
P36081,1516551,1539826,627956.7,1203720,2480309,1586912,998025.1,1202645,4535283,3352344,5290609,4668896,9598370,5303653,4411245,4503407
P12904,1171097,2682449,1304547,3328076,439534.9,527864.6,671076.2,864395.8,NaN,NaN,NaN,NaN,NaN,NaN,114080.1,NaN
P36421,878830.8,1068530,1789870,1683304,1073274,775096,990075.3,2163330,1.23E+07,3.08E+07,1.84E+07,2.31E+07,2.06E+07,1.93E+07,1.28E+07,1.16E+07
Q12335,1005320,1361813,400134.2,1000926,652077.8,653064.4,228007.5,1690556,1.48E+07,1.10E+07,7205032,9899364,1.51E+07,1.55E+07,1.31E+07,1.67E+07
P04076,125420.4,114969.6,NaN,NaN,NaN,NaN,145649.9,NaN,2301969,731299,3560733,1813379,1082413,1038114,916697.8,1111355
P15625,955260,NaN,240150,729613.5,206717.6,1321472,612671.9,936142.5,1.08E+07,1.48E+07,1.02E+07,9752330,1.33E+07,1.60E+07,1.78E+07,1.52E+07
P29509,1200047,1269419,653110.5,1231006,1660506,1632949,1039194,2596146,1537770,1626268,828863.8,862016.2,2588114,1412086,1771433,3823359
P11353,1482989,891040.6,NaN,986962.1,103619.3,1493216,232093.5,NaN,1.16E+07,1.36E+07,1.47E+07,1.13E+07,1.00E+07,1.13E+07,6591630,9385430
Q99186,167117.6,238371.6,NaN,169853.5,NaN,149950.1,130983.3,177621.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P46676,1037577,492561.8,291263.1,NaN,894905.1,566265.9,453072.2,444288,428719.3,361075,1273079,NaN,938482.5,NaN,NaN,267418.2
P41910,224154.6,205058.6,NaN,NaN,454933.4,NaN,398397.8,366967.3,NaN,NaN,234845,546332.2,NaN,NaN,NaN,421915.3
P32899,1.37E+07,1.14E+07,1.08E+07,1.18E+07,2.18E+07,9758284,8613016,1.52E+07,55879.66,845020.9,NaN,NaN,NaN,NaN,70256.6,NaN
P53685,699365.6,NaN,344554.3,377048.8,198435.8,NaN,156483.9,476140.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P07257,238156.9,633964.1,NaN,162653.5,954964.4,252017.1,317933.1,489030.1,4150164,3642551,3021008,2643800,8201019,4749200,6034676,7121841
P31384,1357084,425564,833262.6,2127188,2514922,491518.6,91087.48,933356.1,3686369,3423267,2331170,3026838,3433306,2876555,2808443,2587345
P38217,1910892,1734507,1129303,991030.8,3518507,3509309,1679067,2853389,2806749,3066342,2152785,1330680,1600111,1541349,2243096,622744.5
P08153,519702.2,NaN,124109.6,479630,NaN,NaN,NaN,NaN,1939351,106134.9,583328.1,402479.8,56488.45,NaN,NaN,261603
Q04739,964144.3,3267024,2560470,2064340,NaN,1299635,74867.73,799251.6,1539711,292227.5,664624.6,88904.83,3107366,1282889,1458535,523167.2
P36106,329662.7,696822.9,366278.1,NaN,326172.7,1153587,112366.9,694188.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P43321,1095127,758963.9,373008.8,714937.6,1242525,931302.8,365949.4,1518517,152260.8,999529.8,397242.1,366436.2,145526.1,95875.45,359321.9,1209648
P09436,2493314,1689080,1472055,2852882,472994.8,1088179,979411.3,1066376,2.09E+07,2.00E+07,2.67E+07,2.09E+07,1.38E+07,1.09E+07,1.27E+07,1.48E+07
P40094,154747,949169.6,806554.6,154325.8,1130682,497232.9,NaN,NaN,1163296,1813973,2864633,481439.8,856622.8,692764.8,404572.5,564828
P51401,4.90E+07,9.16E+07,6.61E+07,1.58E+08,9.04E+07,4.54E+07,3.21E+07,6.99E+07,3.95E+07,4.08E+07,3.60E+07,3.58E+07,4.40E+07,3.17E+07,1.54E+07,2.27E+07
P36104,936256.8,1001144,1389848,1363244,1513526,1076126,841970.4,1868193,1258495,1516008,1674348,1837036,3540479,281053.8,483533.2,2345188
P51998,2330456,588401.9,2342388,1915183,982996.9,1417503,608511.2,NaN,1685643,857408.1,301725.8,698830.4,335381.4,228801.3,284143.5,571584.1
P53136,2418994,3565877,2601532,3737462,3492249,2285673,2310021,4257340,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P07262,3359826,3589297,3669796,6169025,637530.5,749173.3,727653.1,982560.9,9.58E+07,6.46E+07,6.90E+07,7.71E+07,5.84E+07,4.55E+07,4.80E+07,4.40E+07
P38426,394304.8,389724.9,1005489,237382.5,NaN,191056.2,197353.8,351088.9,3323751,3670246,3958747,3635660,6484705,3613868,4798700,3362523
P11745,434329.6,207046.3,294619.1,820734.6,123850.6,18317.15,191530.6,248703.2,3803517,5260035,3165442,4248033,2614601,2599095,2440861,3184852
P08524,805959.1,858114.6,429793.6,768620.8,97940.93,181712.3,156769.3,704318.2,3954416,3369724,4350054,2857344,3810794,4295752,2739063,2771324
P24583,211384.4,NaN,NaN,NaN,NaN,243188.4,NaN,501185.7,654283.4,209683.7,1003444,1267165,NaN,557893.3,455171,670697.8
P32504,312095,794586.4,483331.4,1162319,804958.9,260499,750422.7,1700302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32621,575793.5,94805.43,230665.2,463401.9,490466.8,NaN,NaN,NaN,2682426,4426925,2752090,1876157,5268845,1579969,2315631,2666996
P38427,1751527,554162.6,1084319,847857.4,509928.6,913888.4,572384.4,2196126,5246203,3486494,4050304,3959362,7232694,5731517,5207679,5769256
Q12306,1233510,1420520,723419.7,1880054,1360085,2035516,1788177,2505602,NaN,NaN,NaN,NaN,467513.8,408245.2,NaN,NaN
P36053,9405775,1.81E+07,1.73E+07,2.29E+07,2.06E+07,1.36E+07,1.27E+07,1.73E+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P40546,5921549,8278908,5249322,9814350,7639009,8854409,5787547,7876298,NaN,181549.5,NaN,168545.3,NaN,NaN,99737.85,NaN
P40986,1369121,0,780223.4,666892.1,2221537,130531.8,497568.9,544529.3,533150.8,NaN,243213.2,NaN,1377456,NaN,347064.4,NaN
Q05506,1575071,1535756,1291047,2547770,463458.5,266345.3,515561.7,2064177,5957570,6435537,5848546,5251326,6457385,4662233,4673932,5720249
P14682,50543.61,NaN,NaN,NaN,NaN,110157,NaN,NaN,290672.3,382028.8,462552.8,488714.9,661970.3,75261.09,176453.8,216879.6
P40090,720692.8,376413.8,195145.4,908022.4,2195298,1094605,390390.9,1051994,619701.4,512051.5,667414.9,NaN,NaN,576378.4,NaN,NaN
P32523,5661051,6039581,5697749,5920302,5984965,4584914,3648719,4165474,1385054,1670932,847545,815988.8,537576.5,1046100,1781531,1121237
P38929,2058130,4381991,662453.3,2158246,2642615,650370.7,783107.9,866976.6,NaN,NaN,386541.4,NaN,NaN,NaN,NaN,NaN
P10869,232246.3,NaN,117437.3,153168.1,NaN,NaN,NaN,362082.5,2905710,6600687,6482813,6955019,2878703,4685233,5063198,4548991
P33302,352885.2,NaN,NaN,171843.7,NaN,103051.2,NaN,NaN,2369375,1626139,3127719,2801053,5621617,1151855,3475317,3981389
P38336,63836.94,62201.04,93844.77,84643.02,NaN,NaN,123669,118700.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P39743,5919504,3220150,1570645,3516238,66589.65,NaN,326629.6,0,3.66E+07,3.30E+07,3.26E+07,4.26E+07,3.28E+07,1.82E+07,1.31E+07,2.72E+07
P20459,1.01E+07,1.25E+07,6942561,1.62E+07,1.36E+07,1.47E+07,8798521,1.31E+07,5802265,1.07E+07,6353171,9340640,1.16E+07,5855915,5702334,5244013
P31377,8469477,7362445,8097284,1.21E+07,8834631,4975124,4294865,8551766,NaN,721848.6,NaN,NaN,NaN,NaN,NaN,NaN
Q08562,208587.4,NaN,69441.53,0,148656.3,NaN,NaN,279742.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q12043,116526.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91745.99,125807,NaN,124291.8,NaN,186910.2,130626.6,NaN
Q07979,1643193,1801288,4492143,4567979,2461094,1429255,1616591,4348744,160790.1,252980.2,195046.2,NaN,NaN,NaN,NaN,NaN
P25046,2693572,987481.4,1308092,1171707,1258540,2107247,870545.5,714831.1,1535983,2561577,1540946,3659365,2010481,2151768,2036991,3556406
Q00764,2136438,1399110,693565.3,1376765,1612481,3134327,921184.7,3928624,7892008,9087116,7183522,6737778,1.76E+07,1.20E+07,1.25E+07,1.02E+07
P15303,275955.7,227545.3,599248.7,271645.3,105132.8,NaN,1211371,419716.6,4974039,6884680,7372624,3933605,7294600,4077192,6562549,5601713
P37020,236055.7,49147.77,NaN,NaN,NaN,NaN,73722.93,NaN,7102489,5601557,4840103,4340518,3915389,6681512,5144724,4028618
P47008,484961.2,282009.3,NaN,NaN,NaN,NaN,NaN,1012493,NaN,NaN,NaN,NaN,152784.6,NaN,NaN,NaN
Q12017,2547308,2867598,4176562,4215485,1599957,2993720,2036371,2526747,NaN,NaN,NaN,NaN,153248.3,NaN,NaN,NaN
P53038,411428.2,380866.3,151487.7,100502.2,0,NaN,NaN,84644.22,4447241,5457922,3847131,2446623,3611860,3318749,3964528,3915369
P0CX33;P0CX34,5.43E+07,1.49E+08,9.21E+07,4.26E+07,1.72E+08,6.23E+07,1.85E+07,2.85E+07,1.72E+07,2.91E+07,3.46E+07,4.02E+07,3894413,1.67E+07,1.45E+07,1.63E+07
Q03656,1564932,1436863,1084461,447323.5,737543.8,1071511,118366.6,957296.5,287454.8,77321.32,326861.4,379227.8,383667.2,142494.2,158151.4,150355
P12687,1894796,953320.3,1213655,946157.4,1278259,2445836,319083.1,570885.7,2913438,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P47064,838278,549167.6,1081882,1928549,921012.8,527008.2,NaN,592562.3,1316248,2088507,1617985,1940274,1159586,1791745,2262951,1879672
Q06708,147747.3,NaN,98422.16,361023.9,186553.7,332609.1,259775.6,NaN,NaN,NaN,249428.4,NaN,NaN,330560.8,NaN,NaN
P07260,1.25E+07,1.16E+07,1.08E+07,1.06E+07,1.35E+07,9503459,9251712,1.24E+07,2.94E+07,1.87E+07,1.91E+07,3.11E+07,2.23E+07,9894317,1.49E+07,2.16E+07
P06105,938996.7,936356.9,664388.9,1089718,463959.3,876361.4,607790.4,233296.7,3542087,2866219,3419441,2672092,5523615,3095327,4097081,3833963
P05030,2.07E+07,2.30E+07,1.26E+07,2.34E+07,1.26E+07,1.54E+07,1.15E+07,1.56E+07,3.55E+07,3.43E+07,4.30E+07,3.08E+07,3.09E+07,2.15E+07,2.33E+07,2.53E+07
P41277,717555.6,1408148,594243.2,3745104,1255456,4057196,3810986,5630735,1.24E+07,1.53E+07,1.90E+07,1.64E+07,1.37E+07,1.63E+07,1.04E+07,1.64E+07
P39721,493852.7,NaN,348135.6,306571.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P39010,1582787,4013125,2385463,3016644,NaN,469173.1,370845,NaN,1892448,NaN,2863016,NaN,509782.5,121440.9,NaN,NaN
P25087,226646.5,1236482,0,2088634,0,644725.4,NaN,305747.2,3829076,1.77E+07,1.27E+07,1.02E+07,2.00E+07,1.79E+07,9153162,7162540
Q12446,261179.3,281898.1,NaN,NaN,NaN,NaN,NaN,360315.9,NaN,NaN,NaN,85655.45,0,0,274696.4,NaN
P36120,0,NaN,NaN,NaN,NaN,NaN,95286.09,142719.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P00931,286494.9,1737482,1127259,3669178,306734.4,669705.4,1942279,1693279,8959769,1.41E+07,7267111,9492203,1.38E+07,1.10E+07,7246017,1.01E+07
P28777,5664730,6923785,3242439,4113209,7112364,8249256,7065471,1.16E+07,9484522,1.49E+07,1.16E+07,1.37E+07,9885961,1.52E+07,9825429,1.59E+07
Q12515,1608360,1186073,994932.5,1054701,645757.3,774589.4,210068.7,649322.9,394018.2,NaN,NaN,NaN,NaN,NaN,NaN,234265.9
P27466,968654.3,890158.9,507521.2,1388856,1603752,1181182,816115.5,1393997,111105.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P14904,1425111,1799636,659658.6,1366725,797657.5,NaN,812497.7,1012329,6421296,8054379,5853010,5621095,6434832,6370268,5527430,6802225
P35197,231970.2,NaN,NaN,NaN,325274.4,NaN,NaN,73396.38,5349810,7393693,1.92E+07,3266965,1.32E+07,4306930,2840699,3467230
P07284,1166388,704302.8,180633.7,1556041,358330.9,835494.1,556923.8,782719.4,1.47E+07,2.29E+07,2.59E+07,1.28E+07,9739225,1.16E+07,1.19E+07,1.34E+07
P17121,430593.5,NaN,NaN,175190.3,NaN,NaN,NaN,203800.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q12153,475677.8,NaN,1189048,402515,727247.3,513420.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P51862,1268640,416944.4,1251345,531968.4,2392551,1284824,894612.3,1528293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38323,1646953,1617823,1539145,2484574,NaN,940804.8,NaN,NaN,1.65E+07,1.65E+07,1.85E+07,1.73E+07,1.52E+07,1.56E+07,8667082,1.48E+07
P38720,1060370,1335648,801870.6,1955381,1000734,2376441,992535.6,1652139,1.13E+07,1.17E+07,1.14E+07,1.51E+07,1.23E+07,1.26E+07,9381811,1.00E+07
P32794,622650,852917.3,262167.5,897004.9,NaN,379167.8,92993.12,1077929,1.85E+07,1.91E+07,2.02E+07,1.59E+07,1.46E+07,2.31E+07,1.20E+07,1.91E+07
P43603,803555.8,NaN,248576.4,NaN,NaN,158895.2,NaN,849058.8,2200172,2493828,2565446,863396.1,3640920,2378952,1630046,2141935
P38700,156584.2,NaN,169204.6,172440.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,228632.5,NaN
Q00916,1831922,1641953,501314.9,1442361,2168995,2004492,1421541,1760635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q06648,399128.6,295244.8,231654.1,NaN,NaN,NaN,NaN,NaN,3108448,1522047,1341940,3319151,6797659,7101659,5418428,4690531
P53927,9552016,5381883,4894046,8279693,1.18E+07,5295250,8570734,8681062,834221,996484.3,361320.2,229424,NaN,NaN,NaN,245823.8
P51402,9.01E+07,9.94E+07,1.07E+08,9.22E+07,5.60E+07,1.05E+08,7.02E+07,9.53E+07,3.63E+07,3.03E+07,3.17E+07,2.07E+07,2.16E+07,2.08E+07,1.48E+07,2.98E+07
P46672,2398530,3700144,2728591,5415824,2920347,3504741,2321869,3655694,2688279,3933744,6281911,1815854,3481024,5108458,2907785,3177055
P41338,706076.4,1559315,NaN,2303888,5468897,1.25E+07,4892086,9052883,4576230,5639822,3313355,4559312,3498037,6830832,4516575,7674755
Q06205,4.36E+07,3.33E+07,2.91E+07,2.93E+07,3.23E+07,1.87E+07,1.99E+07,3.25E+07,2638841,1741009,NaN,1896796,3981589,937555.9,933081.4,1641484
Q04120,5776050,5204647,4967800,3132991,6571455,6913031,8028488,1.04E+07,3374560,1.54E+07,1.37E+07,8555116,2.80E+07,1.20E+07,8012949,3966336
P53063,1794553,1811440,2654215,1718111,1401225,1764036,2055963,3558804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q03619;Q12088,348400.3,NaN,NaN,803468.6,1643113,648783,100796.8,1457228,448140.7,325487,591715.4,322502.2,876829.6,868470.8,524500.4,578185.9
Q12522,2.68E+07,5.89E+07,3.83E+07,3.85E+07,7.83E+07,4.39E+07,5.56E+07,5.59E+07,8133248,9996296,9588372,6521036,6537479,8647827,9505211,1.46E+07
Q12339,1989785,1626157,1276381,1084774,1665197,558580.8,304682.8,1163242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P38041,1511023,749405.7,862645.5,1097755,2042036,NaN,912366.9,941931.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P39969,2421334,951944.3,558464.1,1046615,2608768,804038.8,756018.6,1845548,NaN,230126.6,175539.6,791787.8,NaN,NaN,447578.4,210463.3
